Report Number,Date,Time,Collision Day of Week,Primary Road,Secondary Road,X,Y,Latitude,Longitude,Highest Degree of Injury,Number Injured,Number Killed,Party at Fault,Primary Collision Factor,Hit and Run,Collision Type,Involved With,Pedestrian Action,Violation,Violation Subsection,Weather,Road Condition1,Lighting,Right of Way Controls,Party Type 1,Party Age 1,Party Sex 1,Movement Preceding Collision 1,special information 1,Associated Cause - Factor 1 1,Party Sobriety 1 1,Party Type 2,Party Age 2,Party Sex 2,Movement Preceding Collision 2,special information 2,Associated Cause - Factor 1 2,Party Sobriety 1 2,Safety Equipment 2
201400017884,5/2/2014,10:37,Friday,BRADFORD WY,IRONWOOD DR,6167860,2072317,37.67831316,-121.8607137,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,78,Female,Ran Off Road,Cell Phone Not In Use,Inattention,HNBD,,,,,,,,
201400017922,5/2/2014,16:47,Friday,FOOTHILL RD,LAUREL CREEK WY,6147497,2077099,37.69063309,-121.9314794,Property Damage Only,0,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,16,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,41,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400017938,5/2/2014,20:01,Friday,BERNAL AV,VALLEY AV (W),6157276,2065234,37.65846687,-121.8970111,Other Visible Injury,1,0,2,Unsafe Speed,Felony,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dusk - Dawn,Functioning,Driver,57,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Driver,42,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,Impairment Not Known,Unknown
201500016390,5/2/2015,04:57,Saturday,DUBLIN CANYON RD,LAUREL CREEK DR,6144437.388,2079749.641,37.697627,-121.9420793,Property Damage Only,0,0,1,Driving Under Influence,No,Overturned,Other Object,No Pedestrian Involved,23152,B,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,22,Male,Ran Off Road,Cell Phone Not In Use,Violation,HBD Under Influence,,,,,,,,
201500016392,5/2/2015,06:02,Saturday,STONERIDGE DR,JOHNSON DR,6152337,2076875,37.69016438,-121.9146979,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,21800,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,55,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Bicyclist,46,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - No
201600015584,5/2/2016,08:42,Monday,BERNAL AV,PALOMINO DR,6168574.932,2065476.812,37.65964101,-121.8579979,Severe Injury,1,0,1,Driving Under Influence,No,Head-On,Fixed Object,No Pedestrian Involved,23152,C,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,49,Female,Proceeding Straight,Cell Phone Handsfree In Use,Violation,Under Drug Influence,,,,,,,,
201600015639,5/2/2016,16:55,Monday,SANTA RITA RD,VALLEY AV,6164066,2071769,37.67666,-121.873867,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,68,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,22,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700015652,5/2/2017,15:28,Tuesday,FIRST ST,RAY ST,6165507.654,2067242.011,37.66419591,-121.8686564,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dusk - Dawn,Functioning,Driver,50,Female,Proceeding Straight,Not Stated,None Stated,Not Stated,Driver,40,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201000023925,5/20/2010,01:47,Thursday,VINEYARD AV,FIRST ST,6165799.364,2066799.509,37.66298071,-121.8676487,Property Damage Only,0,0,,Improper Turning,No,Other,Parked Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,None,Driver,21,Not Stated,Ran Off Road,Not Stated,Not Stated,HNBD,Parked Vehicle,,Not Stated,Parked,Not Stated,Not Stated,Not Applicable,Not Stated
201000024007,5/20/2010,11:30,Thursday,CRESTLINE RD,VALLEY AV,6159984.443,2071863.996,37.67686831,-121.8879414,Property Damage Only,0,0,,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,Functioning,Driver,58,Not Stated,Making Right Turn,Not Stated,Not Stated,Impairment Not Known,,,,,,,,
201000024036,5/20/2010,14:55,Thursday,SANTA RITA RD,LOCKHART LN,6163843.327,2072625.658,37.67901254,-121.8746364,Property Damage Only,0,0,,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,,Clear,No Unusual Condition,Daylight,None,Driver,78,Not Stated,Making Left Turn,Not Stated,Not Stated,HNBD,Driver,21,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201024068,5/20/2010,17:26,Thursday,GREENWOOD RD,MOHR AV,6162346.343,2073669.745,37.68190317,-121.880004,Complaint of Pain,1,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,19,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,67,Not Stated,Stopped in Road,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201000024098,5/20/2010,20:05,Thursday,OWENS CT,OWENS DR,6155628.376,2080521.955,37.70035048,-121.9034643,Property Damage Only,0,0,,Unsafe Starting or Backing,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,22106,,Clear,Not Stated,Dusk - Dawn,None,Driver,,Not Stated,Proceeding Straight,Not Stated,Not Stated,Impairment Not Known,Parked Vehicle,,Not Stated,Parked,Not Stated,Not Stated,Not Applicable,Not Stated
1219030,5/20/2012,18:21,Sunday,HOPYARD RD,OWENS DR,6155369,2079905,37.69865621,-121.9043607,Complaint of Pain,1,0,1,Unsafe Speed,Felony,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,,Not Stated,Proceeding Straight,Cell Phone Not In Use,Inattention,Impairment Not Known,Driver,61,Male,Stopped in Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300018168,5/20/2013,08:07,Monday,FOOTHILL RD,FOOTHILL KNOLLS DR,6151563.881,2067753.505,37.66512507,-121.9169724,Other Visible Injury,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,16,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,52,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400020252,5/20/2014,09:09,Tuesday,FOOTHILL RD,OFF RAMP WB I580 TO FOOTHILL RD,6146467.031,2080106.746,37.69889291,-121.9350391,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,33,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,45,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400020324,5/20/2014,23:10,Tuesday,DEL VALLE PW,MAIN ST,6164109.417,2067644.647,37.66530163,-121.8734866,Property Damage Only,0,0,1,Improper Turning,No,Other,Non-Collision,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,52,Male,Making Right Turn,Cell Phone Not In Use,Violation,HNBD,,,,,,,,
201600017830,5/20/2016,10:24,Friday,SUNOL BL,VALLEY AV,6161958.553,2061880.731,37.64944917,-121.8807391,Complaint of Pain,1,0,1,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Clear,Construction Or Repair Zone,Daylight,No Controls Present / Factor,Driver,25,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201024222,5/21/2010,15:34,Friday,MONTORI WY,RUBY HILL DR,6184560.793,2058881.11,37.64203959,-121.8024801,Property Damage Only,0,0,,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,None,Driver,16,Male,Making Left Turn,Cell Phone Not In Use,Inattention,HNBD,,,,,,,,
201300018341,5/21/2013,13:46,Tuesday,RUBY HILL BL,VINEYARD AV,6181805.111,2063116.432,37.65361034,-121.8122302,Complaint of Pain,1,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,37,Female,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,,,,,,,,
201400020334,5/21/2014,01:26,Wednesday,MAIN ST,DEL VALLE PW,6164039.494,2067590.717,37.66515353,-121.8737282,Property Damage Only,0,0,1,Improper Turning,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,22102,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,,,Making U Turn,,None Apparent,Impairment Not Known,,,,,,,,
201400020378,5/21/2014,12:17,Wednesday,SANTA RITA RD,SILVER ST (W),6164265,2068960,37.66889338,-121.8731522,Complaint of Pain,1,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,Functioning,Driver,85,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201400020400,5/21/2014,16:50,Wednesday,HOPYARD RD,OWENS DR,6155369,2079905,37.69865621,-121.9043607,Property Damage Only,0,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,41,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,31,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600017938,5/21/2016,04:21,Saturday,VINEYARD AV,TOURIGA DR,6170258,2067380,37.66486754,-121.852184,Property Damage Only,0,0,1,Improper Turning,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Raining,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,,,Making Left Turn,,None Apparent,Impairment Not Known,,,,,,,,
201700018279,5/21/2017,13:28,Sunday,HACIENDA DR,OFF RAMP EB I580 TO HACIENDA DR,6160102,2080416,37.70020758,-121.8879114,Other Visible Injury,3,,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,35,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,50,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800020402,5/21/2018,16:18,Monday,STONERIDGE DR,EL CHARRO RD,6171329.197,2079190.441,37.69733763,-121.849208,Other Visible Injury,2,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,70,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,50,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201200019179,5/22/2012,07:44,Tuesday,LAS POSITAS BL,WILLOW RD,6157406.956,2074592.136,37.68418598,-121.8970844,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,None,Driver,18,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,17,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400020537,5/22/2014,13:58,Thursday,STONERIDGE DR,GIBRALTAR DR,6159061,2077507,37.69221894,-121.8915094,Property Damage Only,0,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,54,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,24,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400020556,5/22/2014,17:03,Thursday,FOOTHILL RD,OFF RAMP EB I580 TO FOOTHILL RD,6146494.447,2079943.422,37.69844439,-121.9349443,Complaint of Pain,2,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,81,Female,Proceeding Straight,Cell Phone Not In Use,Stop and Go Traffic,HNBD,Driver,55,Male,Stopped In Road,Cell Phone Not In Use,Stop and Go Traffic,HNBD,Lap/Shoulder Harness Used
201600018147,5/22/2016,18:26,Sunday,MUIRWOOD DR,GINGER CT,6152595,2070487,37.67264104,-121.9135182,Property Damage Only,0,0,1,Improper Turning,No,Head-On,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,22,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201700018351,5/22/2017,07:21,Monday,FOOTHILL RD,MUIRWOOD DR (S),6150757.525,2069894.956,37.67100591,-121.9197581,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,50,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,53,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800020487,5/22/2018,07:45,Tuesday,BLACK AV,SANTA RITA RD (W),6164435.002,2070137.221,37.67217882,-121.8725921,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,Functioning,Bicyclist,16,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,,,Making Right Turn,,None Apparent,Impairment Not Known,Unknown
201800020563,5/22/2018,11:12,Tuesday,MAIN ST,STANLEY BL,6164102.713,2067916.866,37.6660492,-121.8735098,Severe Injury,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,B,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,49,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,19,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201219368,5/23/2012,13:57,Wednesday,VALLEY AV,SANTA RITA RD,6164051.007,2071769.463,37.67666127,-121.8739188,Property Damage Only,0,0,1,Unsafe Starting or Backing,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22106,,Clear,No Unusual Condition,Daylight,Functioning,Driver,60,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,41,Female,Stopped in Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300018705,5/23/2013,17:20,Thursday,TASSAJARA RD,OFF RAMP WB I580 TO TASSAJARA RD,6164730.307,2081148.017,37.70235809,-121.8720259,Property Damage Only,0,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,Functioning,Driver,27,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,Impairment Not Known,Driver,30,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400020653,5/23/2014,10:45,Friday,STONERIDGE DR,JOHNSON DR,6152386.348,2076866.954,37.69014228,-121.9145273,Other Visible Injury,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,21,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,53,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400020667,5/23/2014,13:01,Friday,EL CHARRO RD,STONERIDGE DR,6171598.812,2079252.991,37.6975094,-121.8482762,Property Damage Only,0,0,1,Unsafe Speed,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,18,Female,Proceeding Straight,,None Apparent,Impairment Not Known,Driver,51,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201420686,5/23/2014,15:50,Friday,VALLEY AV,CASE AV,6160454.805,2062251.886,37.65046843,-121.885933,Property Damage Only,0,0,1,Unsafe Starting or Backing,No,Other,Other Motor Vehicle,No Pedestrian Involved,22106,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,32,Female,Backing,Cell Phone Not In Use,None Apparent,HNBD,Driver,52,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400020744,5/23/2014,21:42,Friday,FOOTHILL RD,HIGHLAND OAKS DR,6149300.064,2074010.043,37.68219014,-121.9251292,Complaint of Pain,0,0,1,Improper Turning,No,Overturned,Other Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,18,Male,Making Left Turn,Cell Phone Not In Use,Violation,HNBD,,,,,,,,
201800020756,5/23/2018,09:00,Wednesday,SINGLETREE WY,DORMAN RD,6154802.824,2073903.444,37.68213825,-121.9060783,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,21802,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,49,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Bicyclist,11,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - Yes
201124401,5/24/2011,07:06,Tuesday,OWENS DR,CHABOT DR,6155804,2080185,37.69942514,-121.9028573,Severe Injury,1,0,1,Pedestrian Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk at Intersection,21456,B,Clear,No Unusual Condition,Daylight,Functioning,Pedestrian,39,Female,Not Stated,Not Stated,None Apparent,HNBD,Driver,51,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201100024554,5/24/2011,19:43,Tuesday,UTAH ST,BERNAL AV,6168723.208,2068818.681,37.66870611,-121.8577314,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Other Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,Functioning,Driver,19,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201200019456,5/24/2012,02:46,Thursday,OWENS DR,JOHNSON DR (S),6153812.085,2079456.424,37.69742434,-121.9097416,Other Visible Injury,1,0,1,Driving Under Influence,No,Overturned,Fixed Object,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Dark - Street Lights,None,Driver,33,Male,Making Right Turn,Cell Phone Not In Use,Violation,HBD Under Influence,,,,,,,,
201200019489,5/24/2012,10:26,Thursday,STONERIDGE MALL RD,LAUREL CREEK WY,6148174,2077658,37.69216821,-121.9291398,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21802,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,26,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,58,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201219499,5/24/2012,11:14,Thursday,STONERIDGE DR,JOHNSON DR,6152200.088,2076892.232,37.6902117,-121.915171,Property Damage Only,0,0,1,Unsafe Lane Change,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,21658,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,43,Male,Changing Lanes,Cell Phone Not In Use,None Apparent,HNBD,Driver,35,Female,Stopped in Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201219566,5/24/2012,20:04,Thursday,HOPYARD RD,OWENS DR,6154823.217,2080742.742,37.7009568,-121.9062471,Property Damage Only,0,0,1,Unsafe Lane Change,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,21658,A,Clear,No Unusual Condition,Daylight,None,Driver,66,Male,Changing Lanes,Cell Phone Not In Use,None Apparent,HNBD,Driver,50,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300018815,5/24/2013,23:25,Friday,VINEYARD AV,RUBY HILL BL,6181185.406,2063791.045,37.65546296,-121.8143708,Other Visible Injury,1,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - No Street Lights,No Controls Present / Factor,Driver,19,Male,Ran Off Road,Cell Phone Not In Use,Violation,Impairment Not Known,,,,,,,,
201400020839,5/24/2014,13:00,Saturday,BERNAL AV,KOLL CENTER DR,6156500.268,2064877.8,37.65748867,-121.8996907,Property Damage Only,0,0,1,Driving Under Influence,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,55,Female,Proceeding Straight,Cell Phone Not In Use,Violation,HBD Under Influence,Driver,40,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500019166,5/24/2015,13:25,Sunday,TANAGER DR,MOHR AV,6163004,2073659,37.6818503,-121.8775366,Property Damage Only,0,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22450,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,22,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,43,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
